"line number","contest name","choice name","party name","total votes","percent of votes","registered voters","ballots cast","num Precinct total","num Precinct rptg","over votes","under votes"
1,"Town of Telluride Town Council (Vote For 4)","Tom Watkinson","",711,17.92,2245,1105,1,1,"0","0"
2,"Town of Telluride Town Council (Vote For 4)","Jessie Rae Arguelles-McConnell","",695,17.52,2245,1105,1,1,"0","0"
3,"Town of Telluride Town Council (Vote For 4)","Eleni Constantine","",214,5.39,2245,1105,1,1,"0","0"
4,"Town of Telluride Town Council (Vote For 4)","Geneva Shaunette","",635,16.01,2245,1105,1,1,"0","0"
5,"Town of Telluride Town Council (Vote For 4)","Robert Weatherford","",239,6.02,2245,1105,1,1,"0","0"
6,"Town of Telluride Town Council (Vote For 4)","Charles Dalton","",156,3.93,2245,1105,1,1,"0","0"
7,"Town of Telluride Town Council (Vote For 4)","Jenny Patterson","",394,9.93,2245,1105,1,1,"0","0"
8,"Town of Telluride Town Council (Vote For 4)","Michael Saftler","",165,4.16,2245,1105,1,1,"0","0"
9,"Town of Telluride Town Council (Vote For 4)","Todd Brown","",603,15.20,2245,1105,1,1,"0","0"
10,"Town of Telluride Town Council (Vote For 4)","Gerard (Jerry) Labontè","",155,3.91,2245,1105,1,1,"0","0"
11,"Telluride School District R-1 School Board Director - 4 Year Term (Vote For 2)","Stuart Fraser","",913,29.86,5147,2154,4,4,"0","0"
12,"Telluride School District R-1 School Board Director - 4 Year Term (Vote For 2)","Jill O'Dell","",1196,39.11,5147,2154,4,4,"0","0"
13,"Telluride School District R-1 School Board Director - 4 Year Term (Vote For 2)","Stephanie Anagnostou Hatcher","",949,31.03,5147,2154,4,4,"0","0"
14,"Telluride School District R-1 School Board Director - 2 Year Term (Vote For 1)","Dylan Brooks","",1473,100.00,5147,2154,4,4,"0","0"
15,"San Miguel County Ballot Issue 1A (Vote For 1)","Yes/For","",1601,63.33,6289,2578,6,6,"0","0"
16,"San Miguel County Ballot Issue 1A (Vote For 1)","No/Against","",927,36.67,6289,2578,6,6,"0","0"
