"line number","contest name","choice name","party name","total votes","percent of votes","registered voters","ballots cast","num Precinct total","num Precinct rptg","over votes","under votes"
1,"City of Brush Mayor (Vote For 1)","Rick Bain","",590,53.64,2829,1106,3,3,"0","0"
2,"City of Brush Mayor (Vote For 1)","Paul Acosta","",251,22.82,2829,1106,3,3,"0","0"
3,"City of Brush Mayor (Vote For 1)","Vicky Quinlin","",259,23.55,2829,1106,3,3,"0","0"
4,"City of Fort Morgan Mayor (Vote For 1)","Ron Shaver","",1656,100.00,5712,1955,3,3,"0","0"
5,"City of Brush City Councilor Ward 1 (Vote For 1)","Dana Sherman","",360,100.00,969,455,1,1,"0","0"
6,"City of Brush City Councilor Ward 2 (Vote For 1)","Daniel R. Scalise","",224,62.40,1013,370,1,1,"0","0"
7,"City of Brush City Councilor Ward 2 (Vote For 1)","Jeff Osuch","",135,37.60,1013,370,1,1,"0","0"
8,"City of Brush City Councilor Ward 3 (Vote For 1)","Jeanine Anderson","",100,35.97,847,281,1,1,"0","0"
9,"City of Brush City Councilor Ward 3 (Vote For 1)","Reagan Buchanan","",49,17.63,847,281,1,1,"0","0"
10,"City of Brush City Councilor Ward 3 (Vote For 1)","Mark A. Thomas","",79,28.42,847,281,1,1,"0","0"
11,"City of Brush City Councilor Ward 3 (Vote For 1)","Glenda Mohrlang McNabb","",50,17.99,847,281,1,1,"0","0"
12,"City of Fort Morgan Councilmember Ward 1 (Vote For 1)","Christine Castoe","",116,16.18,2011,729,1,1,"0","0"
13,"City of Fort Morgan Councilmember Ward 1 (Vote For 1)","Doug Schossow","",358,49.93,2011,729,1,1,"0","0"
14,"City of Fort Morgan Councilmember Ward 1 (Vote For 1)","Jade Spotz","",243,33.89,2011,729,1,1,"0","0"
15,"City of Fort Morgan Councilmember Ward 2 (Vote For 1)","Allison Howe","",296,100.00,1545,452,1,1,"0","0"
16,"City of Fort Morgan Councilmember Ward 3 (Vote For 1)","Kevin V. Lindell","",641,100.00,2156,774,1,1,"0","0"
17,"Weld County School District RE-10J Director District B (Vote For 1)","Leonard Krise","",0,0.00,1,0,1,1,"0","0"
18,"Weld County School District RE-10J Director District C (Vote For 1)","Marlene G Hale","",0,0.00,1,0,1,1,"0","0"
19,"Morgan County School District RE-3 Board of Education Director (Vote For 3)","Teri Lapp","",1759,25.59,9107,2933,5,5,"0","0"
20,"Morgan County School District RE-3 Board of Education Director (Vote For 3)","Derek Gerken","",2054,29.89,9107,2933,5,5,"0","0"
21,"Morgan County School District RE-3 Board of Education Director (Vote For 3)","Todd P. Schneider","",1903,27.69,9107,2933,5,5,"0","0"
22,"Morgan County School District RE-3 Board of Education Director (Vote For 3)","Irene Martinez","",1157,16.83,9107,2933,5,5,"0","0"
23,"Weldon Valley School District RE-20J Board of Education Director (Vote For 3)","Tiffany D. Thompson","",168,30.77,599,217,1,1,"0","0"
24,"Weldon Valley School District RE-20J Board of Education Director (Vote For 3)","Zoey K. Loomis","",122,22.34,599,217,1,1,"0","0"
25,"Weldon Valley School District RE-20J Board of Education Director (Vote For 3)","Chad Lorenzini","",112,20.51,599,217,1,1,"0","0"
26,"Weldon Valley School District RE-20J Board of Education Director (Vote For 3)","Levi Arndt","",144,26.37,599,217,1,1,"0","0"
27,"Wiggins School District RE-50J Board of Education At Large (Vote For 2)","Dale E. Fleming","",289,27.03,1636,596,2,2,"0","0"
28,"Wiggins School District RE-50J Board of Education At Large (Vote For 2)","Sara Kopetzky","",382,35.73,1636,596,2,2,"0","0"
29,"Wiggins School District RE-50J Board of Education At Large (Vote For 2)","Mike Miller","",283,26.47,1636,596,2,2,"0","0"
30,"Wiggins School District RE-50J Board of Education At Large (Vote For 2)","Jodi L. Walker","",115,10.76,1636,596,2,2,"0","0"
31,"Town of Wiggins Ballot Issue 2A (Vote For 1)","Yes/For","",108,51.43,527,211,1,1,"0","0"
32,"Town of Wiggins Ballot Issue 2A (Vote For 1)","No/Against","",102,48.57,527,211,1,1,"0","0"
33,"Town of Wiggins Ballot Issue 2B (Vote For 1)","Yes/For","",105,50.97,527,211,1,1,"0","0"
34,"Town of Wiggins Ballot Issue 2B (Vote For 1)","No/Against","",101,49.03,527,211,1,1,"0","0"
35,"City of Fort Morgan Ballot Issue 2C (Vote For 1)","Yes/For","",1179,61.25,5712,1955,3,3,"0","0"
36,"City of Fort Morgan Ballot Issue 2C (Vote For 1)","No/Against","",746,38.75,5712,1955,3,3,"0","0"
37,"Town of Log Lane Village Ballot Issue 2D (Vote For 1)","Yes/For","",58,52.25,443,111,1,1,"0","0"
38,"Town of Log Lane Village Ballot Issue 2D (Vote For 1)","No/Against","",53,47.75,443,111,1,1,"0","0"
39,"Town of Log Lane Village Ballot Question 2E (Vote For 1)","Yes/For","",75,70.09,443,111,1,1,"0","0"
40,"Town of Log Lane Village Ballot Question 2E (Vote For 1)","No/Against","",32,29.91,443,111,1,1,"0","0"
41,"Weld County School District RE-10J Ballot Issue 3B (Vote For 1)","Yes/For","",0,0.00,1,0,1,1,"0","0"
42,"Weld County School District RE-10J Ballot Issue 3B (Vote For 1)","No/Against","",0,0.00,1,0,1,1,"0","0"
