"line number","contest name","choice name","party name","total votes","percent of votes","registered voters","ballots cast","num Precinct total","num Precinct rptg","over votes","under votes"
1,"Park County School District RE-2 School Board Director (Vote For 2)","Larry Foster","",453,15.69,6141,2118,3,3,"0","0"
2,"Park County School District RE-2 School Board Director (Vote For 2)","Welles Tonjes","",382,13.23,6141,2118,3,3,"0","0"
3,"Park County School District RE-2 School Board Director (Vote For 2)","Bobbi Gore","",570,19.74,6141,2118,3,3,"0","0"
4,"Park County School District RE-2 School Board Director (Vote For 2)","Kim Bundgaard","",885,30.65,6141,2118,3,3,"0","0"
5,"Park County School District RE-2 School Board Director (Vote For 2)","Gary Jurgemeyer","",597,20.68,6141,2118,3,3,"0","0"
6,"Platte Canyon School District #1 School Board Director (Vote For 3)","Frank VanDeHey","",1302,25.07,7887,1979,1,1,"0","0"
7,"Platte Canyon School District #1 School Board Director (Vote For 3)","Cyndie Sherriff","",547,10.53,7887,1979,1,1,"0","0"
8,"Platte Canyon School District #1 School Board Director (Vote For 3)","Rockie Lozensky","",688,13.25,7887,1979,1,1,"0","0"
9,"Platte Canyon School District #1 School Board Director (Vote For 3)","Katie Spodyak","",1022,19.68,7887,1979,1,1,"0","0"
10,"Platte Canyon School District #1 School Board Director (Vote For 3)","Joe Burgett","",994,19.14,7887,1979,1,1,"0","0"
11,"Platte Canyon School District #1 School Board Director (Vote For 3)","Heather Prewitt","",640,12.32,7887,1979,1,1,"0","0"
12,"South Park Health Service District Ballot Question 5A (Vote For 1)","Yes/For","",1307,72.94,4648,2122,3,3,"0","0"
13,"South Park Health Service District Ballot Question 5A (Vote For 1)","No/Against","",485,27.06,4648,2122,3,3,"0","0"
14,"South Park Health Service District Ballot Question 5B (Vote For 1)","Yes/For","",1212,66.09,4648,2122,3,3,"0","0"
15,"South Park Health Service District Ballot Question 5B (Vote For 1)","No/Against","",622,33.91,4648,2122,3,3,"0","0"
16,"South Park Health Service District Ballot Question 5C (Vote For 1)","Yes/For","",1171,63.81,4648,2122,3,3,"0","0"
17,"South Park Health Service District Ballot Question 5C (Vote For 1)","No/Against","",664,36.19,4648,2122,3,3,"0","0"
18,"Northwest Fire Protection District Ballot Question 5D (Vote For 1)","Yes/For","",845,65.35,2681,1327,2,2,"0","0"
19,"Northwest Fire Protection District Ballot Question 5D (Vote For 1)","No/Against","",448,34.65,2681,1327,2,2,"0","0"
